0_1,1_1,2_1,3_-2,4_-2,5_-2,6_-2,7_1,8_1,9_-1,10_1,11_-2,12_-2,13_-2,14_1,15_1,16_1,17_-2,18_0,19_-2	地址在八里台新文化广场四层，交通便利，非常好找。如果坐公交车的话，到天塔站就可以啦，坐地铁3号线在天塔站B出口下。。预约也很顺利，店里下午一直不闭店，是下午茶时间过去的。八里台新文化广场里面覆盖WIFI信号，直接连这里的就可以啦。先上环境图。门口附近有绿巨人和蝙蝠侠的雕塑，一下子就把人带入了电影主题。店里的活动，每周二、五所有菜品加9元，再得一份觉得挺合适的。等位区的沙发也很舒适。灯光配合的刚刚好，在这里下午茶也是个不错的选择。装修的破费心思，麻绳组成的蜘蛛网看着很有感觉。小心蜘蛛侠要来喽。各个主题的海报和玩偶随处可见，电影爱好者看了肯定会疯狂吧。这是蜘蛛侠主题。还有不少供拍照的模型，可以把头放到后面，拍成自己喜欢的电影人物的样子。红酒墙，满满的一柜红酒，壕。点餐台是不是也很漂亮呢。桌上的装饰物也很有艺术特色。服务很好，先给上了两杯柠檬水。餐具，还有带有LOGO的面巾。百香莫吉托（12元），不含酒精成分。喝起来很清爽，里面好像有芒果酱还有兰香子的感觉。冰冰凉凉酸甜可口。烟熏三文鱼沙拉（36元），三文鱼被卷成了花的形状。里面有很多种类的蔬菜，苦菊，生菜，玉米粒，黄瓜片，小柿子等。营养丰富，降火解腻。旁边沙拉酱的桃心杯子很可爱。魔鬼鸡扒配粗薯（38元），我觉得这才是性价比之王。一大份鸡扒嫩嫩的配上黑椒汁+相当于麦当劳小份的薯条+小份的蔬菜沙拉。点这么一份菜，竟然主菜，小食，沙拉全都有了。胃口小的妹子，点个魔鬼鸡扒配粗薯就可以吃饱了，当之无愧的性价比之王。拍张全家福吧。看这一桌子的肉肉，在西餐里算得上量大实惠的
0_-2,1_1,2_1,3_-2,4_0,5_-2,6_1,7_-2,8_-2,9_-2,10_1,11_-2,12_-2,13_-2,14_-2,15_1,16_1,17_-2,18_1,19_1	早就听说万达广场三楼的多嘴蟹肉煲不错，这次和朋友一起去的.具体位置在万达广场的三楼，从南门的2号口进坐电梯直接到达三楼，就能看到了，非常好找哦！店面设计的很卡通，让人感觉心情舒畅，走进去的店内装修很别致，灯光低暗，好温馨！我们三个人要了大份的招牌菜，多嘴蟹肉煲！菜品上的很快，伴随着服务生的煲来了，其他服务生的煲来了！我们的菜上桌了！里面有大蟹，大虾，土豆，山药条，玉米，藕片，还有...一看就知道色香味俱全！这里的米饭也很好吃哦！是砂锅蒸出来的，米饭的上面有黑芝麻，有玉米粒，米饭亮晶晶香喷喷的，咬在嘴里也很劲道呢！吃到一半的时候全体的服务生跳起了舞蹈，气氛感觉很好！好像到了舞厅一样！食欲也大增了起来.朋友都说不错，四处看了一下，座位都是满满的！这家餐厅真的很不错，在这里推荐大家，非常值得去哦！
0_-2,1_1,2_-2,3_-2,4_0,5_-2,6_-2,7_0,8_-2,9_0,10_-1,11_-2,12_-2,13_-2,14_-2,15_-1,16_-2,17_-2,18_-1,19_-1	点评搜到的离银河很近的小店，彩悦城对面。跟黄焖鸡米饭是一家，里边很暖和，但是太“味儿”了！油烟环绕，吃完出来衣服的味道久久不能散去。店员完全不知大众点评上可以闪惠的活动，我一再坚持才问老板，耽误了几分钟，本已饿的我，反正感觉整体服务态度一般，小店也就算了。米线好像有点过火了，点了39的，里边好多“香肠”和“鱼丸”，其中有个“腊肠”一股化工颜料的怪位，火腿感觉也像是染色的，反正挑出来不敢吃，汤的味道不是很好，里边的油麦菜也都是黄的和坏的部分，反正这家不会再吃了。
0_1,1_-2,2_-2,3_-2,4_1,5_0,6_-2,7_-2,8_-2,9_-2,10_1,11_-2,12_-2,13_-2,14_-2,15_1,16_1,17_-2,18_1,19_-2	午餐和家人选在唐宫新世纪店，因为都喜欢粤式茶点，换下口味也是不错的选择。这里交通方便，停车场大，就餐环境即温馨又高档，服务质量高标准，每次就餐都是乘兴来、满意归，不会留下遗憾。。现介绍几样受家人喜爱的点心供参阅：。珍珠糯米鸡，散发着棕叶清香的糯米融汇鸡肉细嫩滑爽的口感，鲜香软糯，在咀嚼中留下美妙的满足感。。豉汁蒸凤爪，酱红的色泽、浓郁的醇香、软嫩入味、舌尖满是享受。。蜜汁叉烧酥，外皮酥松脆爽，叉烧香甜适口、口感丰盈、清香可口。。蜜汁叉烧肠，肠粉软糯爽滑、叉烧细腻甘甜、丝丝入味、回味无穷。。鲜虾滑肠粉，肠粉爽滑、虾仁鲜美可口、弹性十足、爽口宜人、令人停不下筷子。。蛋黄流沙包，松软香甜、蛋黄馅像流沙般给齿颊带来蛋黄的清香、奶的鲜香、浓郁的麦香，细腻的颗粒口感即柔软又独特，是最值得信赖的优质食品。。鲜肉小笼包，皮薄馅鲜、汁多味美、浓郁不腻，恰到妙处。。唐宫虾饺皇，薄皮锃亮、虾仁大、弹性足、香醇软滑、在口中百转千回、滾热又鲜美的幸福感油然而生。。葱菜牛肉肠，肠粉油亮色泽喜人、牛肉鲜美、配上碧绿莱芯，异常爽滑令人垂涎。。皮蛋瘦肉粥，味美可口、鲜香诱人，只是肉质太老肉丝发柴，希望选料上加以改进。上次因停止供应佐粥薄脆曾给予建议，现立即恢复供应，说明店家重视顾客意见，及时改进的态度值得点赞。。本次用餐给予五星好评。
0_-2,1_-2,2_-2,3_-2,4_1,5_-2,6_-2,7_0,8_1,9_1,10_0,11_0,12_0,13_0,14_1,15_1,16_-2,17_-2,18_1,19_-2	先说说服务和环境：进店感觉环境还行，比较清爽，可能是我们去的比较早，还没什么客人，我跟老板说我们是大众点评中奖的，还担心不付钱服务肯定差，没想到老板娘服务非常好，还帮小宝洗手，走的时候还问我口味怎么样合不合口味。再来说说菜的口味：我们是中的价值192的套餐，两斤龙虾，一盆酸菜鱼，凉拌黄瓜，花生和饮料或者啤酒。我们点的是蒜香的龙虾，虾子是干煸过的蒜蓉爆香跟我之前吃的蒜蓉的很大区别，蒜香味浓，酸菜鱼很大一盆是黑鱼做的，口味也很不错，老板是湖南人，会有点辣，（原谅我不太吃辣），花生米也很香，一看就是那种现炸的，不是我们平时吃的那种大花生，是那种红色的玫瑰花生炸的，吃起来也非常脆，一盘量很多，黄瓜是去皮加蒜蓉凉拌的。我们还加了一碗米饭，没有另外收钱哦，今天吃的非常超值，吃完直接走回家，！
0_-2,1_-2,2_-2,3_-2,4_-2,5_-2,6_1,7_-2,8_-2,9_-2,10_-2,11_-2,12_-2,13_-2,14_-2,15_1,16_-2,17_-2,18_1,19_1	晚饭在老公外婆家吃的，吃饭前公公问我要喝什么饮料，然后当时是想说喝雪碧吧，接着公公说雪碧有撒好喝的啦，我看看百度外卖好了，公公真的是个老顽童，和孩子没代购的，热衷于玩各种APP--，然后就开百度外卖给我看周边有点撒奶茶铺让我点喝的，就搜到了襄阳北路上的这家门店，然后让老公开DP看了下是四星半，果断选择这家，一共点了两杯冻的黑白双拼（阿华田和好立克），一杯冻鸳鸯，一杯冻的招牌丝袜奶茶以及一个巧克力鸡蛋仔！比预计的时间早15分钟送达，不错的~只可惜鸡蛋仔送到时候凉了，下次要去店里直接买了试试看热的，感觉一定更好吃！忘记在订单里备注去冰了--结果就是里面好多冰啊~喝快点的话还是听浓郁的不影响，特别是老公点的冻鸳鸯，咖啡味很重的，感觉挺不错的，还会去喝的~
0_1,1_1,2_1,3_-2,4_-2,5_-2,6_-2,7_-2,8_-2,9_0,10_1,11_-2,12_-2,13_-2,14_-2,15_1,16_-2,17_-2,18_1,19_-2	湖滨银泰对面公交车站旁边，二楼那LOGO特别显眼，去的时候楼下没有人招呼，工作日中午客人很少的，店里主黑色调，灯光光线还不错就没有要求坐窗边。点餐用的ipad，烤肉可以单点也可以选套餐，猪肉啊牛肉的，还有部队锅，东西很丰富。肉是用玉米粒烤的，不会起烟，吃完衣服上不会有味儿，还是不错的。小菜有五种，土豆泥和泡菜都不错，还有附赠的蔬菜，生菜胡萝卜啥的。石锅拌饭小伙伴不吃辣就没加辣酱太淡了，抹茶雪花冰味道还可以
0_-2,1_-2,2_-2,3_-2,4_1,5_-2,6_-2,7_-2,8_-2,9_1,10_1,11_-2,12_-2,13_-2,14_1,15_1,16_-2,17_-2,18_1,19_-2	这次抽中的霸王餐格调有点高~首先是环境有情调装饰氛围都很小资~去的比较早厨师长还在给后厨人员以及一些服务员再开会，服务态度特别好特意询问了奶茶要凉的还是热的~套餐的菜品的上菜顺序不知是巧合还是有意为之：先是蔬菜，作为开胃食用然后是虾饺和牛肉作为主菜虾饺的馅料很足一整个大虾肉还有虾肉和猪肉的混合肉馅牛肉是用锡箔纸包着的放在盘子里盘子上放了酒精上来时还需要点火看着国光四射的牛肉特别酷炫牛肉的味道也不错最后是藕片和奶茶藕片我不是很喜欢奶茶特别丝滑总结上菜顺序可以发现是按照一定顺序来的，先开胃菜然后主菜最后甜点和饮品~他家的盘子都特别漂亮中国风的画面感很足我们吃完才刚刚到了饭点人也逐渐多了起来是一次超值的味觉体验可以享受到超赞的美食和优良的服务
0_-2,1_-2,2_-2,3_-2,4_-1,5_-2,6_-2,7_-2,8_-2,9_-2,10_-2,11_-2,12_-2,13_-2,14_-2,15_-2,16_-2,17_-2,18_-1,19_-2	第一次去感觉很好，但是第二次去感觉很不好！有个服务员，一小男孩，他真的不适合做服务行业，吊儿郎当的，耷拉个脸跟他说什么都有气无力那样儿，我是来吃饭的，不是来还钱的好么！我说打包，他倒是好心，把那辣油汤都给我到盒里去了，我赶紧制止他，自己弄了，也就是你们打包盒小，要是大我估计他得把碗整个儿举起来连油带汤全给我倒打包盒里，我说刷卡有密码，打包完了走的时候到门口刷，就老站边上看着我们，真心觉得去你家吃饭很累。
0_1,1_-2,2_-2,3_-2,4_-2,5_-2,6_-2,7_1,8_1,9_1,10_-2,11_-2,12_0,13_-2,14_-2,15_1,16_-2,17_-2,18_1,19_-2	燕塘牛奶是广州比较有名的一个牛奶品牌，本地人都很喜欢喝，特别是浓浓的酸奶。。【交通】位于华贵路52号，所以公交车在华贵路口或者地铁1号线恒宝华庭站都可以到达。。【店面】专卖燕塘牛奶的小店，店里摆了冰箱和各种货物，空间不是很大。。【货物】燕塘牛奶现在发展了很多新品种，还联合招商银行搞活动，9积分换一盒牛奶，已经试过焕青奶、学童奶、百香果泡泡奶、燕麦奶，味道还真不错，价格在3~5元间，所以还是比较划算的。
0_-2,1_-2,2_-2,3_1,4_-1,5_-2,6_-1,7_1,8_-2,9_-2,10_-2,11_-2,12_-2,13_-2,14_1,15_1,16_-2,17_-2,18_0,19_-2	终于去拔了个草！冲着流沙包去的，果然没让我失望！有股甜甜的奶香和咸咸的蛋黄味，超好吃；虾饺黄里有大大的虾；蟹子烧卖黄里也有很大的虾，这两个爸爸妈妈超爱；红米肠个人觉得太油了，红色的肠里包着油条，很脆，里面也有很大的虾肉；还点了酱汁蒸凤爪，个人不吃凤爪，所以一口没尝过，不过爸妈说，很酥，味道很好；叉烧拼盘味道还ok；还点了一份蔬菜，三个人吃吃正好。去的时候前面有40个号，不过真的等起来挺快的，15分钟就进去了，但是感觉服务员都好慢啊，要个菜单问了3~4个服务员才要到。没有用任何优惠，这个价格还是可以的，不贵
0_-2,1_-2,2_-2,3_-2,4_1,5_-2,6_-2,7_0,8_-2,9_0,10_1,11_1,12_1,13_1,14_1,15_0,16_-2,17_1,18_1,19_1	碰巧来的一家店本来很小闺蜜打算去微喜的结果竟然关门了正好他家在附近那就来吧还有团购嘿嘿。。环境不错清静喜欢他家的桌布英伦风服务什么的都很不错。。菜品三文鱼沙拉我个人不是很喜欢第二次吃到这种酱汁的沙拉完全接受不了苦菊神马的太多了一般般。。鸡肉蘑菇烩饭这个超级喜欢好吃奶油味浓郁推荐而且价格也不贵。。千层面小闺蜜觉得一般我觉得不错酱是自己做的肉酱很多一口下去很满足。。鳕鱼排中规中矩。咖啡做的还可以吧没什么特色。。店家赠送了现烤的面包陪橄榄油记得之前在电视上看到国外早餐都是面包蘸着橄榄油吃的～面包是现烤的很香好吃。。价格还可以以后还会来的
0_-2,1_-2,2_-2,3_-2,4_-2,5_-2,6_-2,7_1,8_1,9_-2,10_0,11_-2,12_-2,13_1,14_0,15_-2,16_-2,17_-2,18_1,19_1	上一次吃田老师红烧肉还是十年前，这次无意路过这家店，正好赶时间想吃个便餐，于是就进去了，感觉还算是比较物美价廉的，点餐什么的也很便捷，店里各方面布置就是很标准的快餐样式，看着明亮干净，感觉还可以。点的酸辣红烧肉盖饭，很够味，红烧肉确实不错，肥瘦也适宜。同伴点的酸豆角的，也觉得还挺好吃。菜量嘛，女的吃是足够了，男的饭量不大的还行，要是很饿的情况下大约不够。鸡蛋羹味道也不错哦，我们先点了一个，然后每人又加了一份，哈哈。总体感觉还不错啦，以后如果再有机会还会来的。
0_-2,1_1,2_-2,3_-2,4_1,5_-2,6_-2,7_-1,8_1,9_-2,10_-2,11_-2,12_-2,13_-2,14_-1,15_0,16_1,17_-2,18_0,19_0	因为四月份的时候在上海吃过，一直念念不忘，看到长沙开了就特地跑到万达来吃。结果还挺失望的吧，菜品很少，比上海的少好多，很多东西都没有。锅底没有辣锅。虾面也一般般。汤还蛮鲜的。。丸类拼盘里白色的貌似是章鱼丸，几乎全是淀粉。。娃娃菜金针菇比较新鲜。。六秒墨鱼片好吃，还是那个味道。。涮生鱼片肉好死。而且贵的没天理，三十多块钱四片。。。薄薄四片。。千万别点上海那家的鱼肉好大一盘也就七八十，而且肉还新鲜好吃。。套餐还是蛮划算的，但是一下子脑子抽风没有点。。服务态度好。。总而言之就是很一般，不会再去第二次，一点都没有在上海吃完好惊艳觉得很好吃的感觉。。三色粉丝十四块钱，那分量真心惊人的小，谁点谁知道，一个色那么一小撮，一盘三口解决。。两个人吃了两百块钱也完全没有觉得饱。
0_1,1_1,2_-2,3_-2,4_1,5_-2,6_-2,7_-2,8_-2,9_-2,10_-2,11_-2,12_-2,13_-2,14_-2,15_1,16_0,17_-2,18_1,19_-2	朋友推荐人气极高的一家店，开在96广场旁边，交通还是很便利的。周六中午11点半不到进店基本已无座位，我们是提前订过位的，之后就看到等位的人络绎不绝直到吃完还是大排长队。。一行5大2小所以点了条比较大的鱼5斤多，片了大约20盘，每盘2片简直薄如蝉翼，可以直接映出盘底，可见厨师的刀工。入锅涮3～5秒就可以吃了，口感很脆有嚼劲配上他们秘制的沾水绝了。。再说他家的锅底，是用片剩的鱼头鱼骨鱼尾熬的，其实还是有很多肉在里面，汤头非常鲜甜一定要先喝上两碗再涮鱼片。。另外点了#凉拌鱼皮#鱼皮很脆，蘸料调的微甜带点辣，口感很好，鱼皮很新鲜一点也吃不出腥味。。点了菌菇拼盘，对里面的绣球菌印象深刻，长得像鲜木耳，如果煮个7、8分钟，吸收了汤汁不沾调料都很鲜美。。炸竹虫，没有看上去那么吓人，炸过后很脆，外面撒了椒盐，一定要趁热吃。。每桌都会按人头送上金桔茶味道不错，还送了刀削面很有劲道，服务员都挺主动的。
0_-2,1_1,2_-2,3_-2,4_1,5_-2,6_-2,7_1,8_-2,9_-2,10_-2,11_1,12_-2,13_1,14_-2,15_0,16_-2,17_-2,18_1,19_-2	在新街口看完电影后出来，发现下雨了，而今天出门居然木有带伞！然后就就近找了这家店进来吃吃喝喝坐坐等雨停了！团了一份单人意面套餐，说实话口味很一般，感觉和我自己在家做的差不多。但胜在便宜，单点22一份黑椒意面，套餐里还有玉米和饮料可选，团购套餐30多。还有真心态度不错，从三点坐到六点多也木有赶我走！环境么，安静也干净，店里放了周杰伦的慢歌，好有年代感。我就带着耳机听听力语料看写作语料，真不错，单身狗很满足！多点几个赞！悲催的事情是平时带伞的时候不下雨，今天出门忘带伞了反而下雨了。
0_-2,1_-2,2_1,3_-2,4_1,5_-2,6_1,7_1,8_-2,9_1,10_1,11_1,12_1,13_1,14_1,15_1,16_-2,17_-2,18_1,19_1	真不错！搞活动促销非常便宜，赚大了。。我去的是建发现代城的店，在建发现代城东侧巷子里，很好找，相信再路痴的人都能找到。。环境非常不错，地方很大，装修的也蛮好的，整体是咖色调的，古色古香的感觉。服务态度很好，不论是前台还是做饭叫号的都不错。我去的时候不是饭点，人很少，所以做的非常快。。我吃的是刀削面，很大一碗，里面也有不少配菜，豆芽酱菜辣椒酱等，量也大，估计很多女生应该吃不完吧，我虽然不饿但最后也一口一口不知不觉的吃完了，还没觉得撑。味道的确不错，不过感觉不如品粮婆婆的好吃，但也算非常值得吃的一家专营面馆了，推荐！
0_-1,1_-2,2_-2,3_-2,4_-2,5_-2,6_-2,7_-2,8_-2,9_0,10_-2,11_-2,12_-2,13_-2,14_-1,15_-1,16_-2,17_-2,18_-1,19_-2	这边新开的龙湖星悦荟，饭店挺多的，装修都特别有特色，有几家准备闲了去试试，这边人还挺多的！每家都爆满！就是交通不是很便利！。以前特别喜欢吃小天鹅，在李家村万达楼上那家，后来撤了，有人就说小天鹅不行了！现在的新火锅层出不穷！大家都喜欢尝鲜，老牌子要怎么维人气，确实是个问题。在这边团了一个双人餐，锅底没有小鸳鸯，他们现在出的是大锅，因此桌子就分为吃大锅和吃小锅，所以比较麻烦，要等位就得分批等。东西越来越少，料给的种类也少！丸子做的太水了！酸梅汤跟水没啥区别！总之非常不好吃，很失望！
0_-2,1_-2,2_-2,3_-1,4_0,5_-2,6_-2,7_0,8_-2,9_-2,10_-2,11_-2,12_-2,13_-2,14_-1,15_0,16_-2,17_1,18_0,19_-2	宴遇的菜式一直口碑不错，下午三点排队拿号勉强挤进五点档，饮料有免费赠饮的柠檬水，自点的话推荐雪梨汁。入座后记得先下单小猪流沙包，因为这个是限量供应的，辣子鸡非常不错，嘬一嘬蛋黄有惊喜。牛排口味很好，就是太少了些，鹅肝炒饭不好吃，因为不是隔夜饭炒的所以软啪啪没吃头，鹅肝也不好吃，炒了以后有点臭，除了这个菜其他都很推荐。对了，58元的老鸭汤里面的萝卜是酸萝卜，不习惯的不要点来吃。服务生有点活泼，居然在餐厅里打闹。
